rule,title,display,id,matchstring
ProjectColumn,Backlog,show,2769,Backlog
ProjectColumn,In Progress,show,2769,In-progress
ProjectColumn,Blocked,show,2769,Blocked
ProjectByID,Other,show,2769,

